"Item_Number","District","Location","Disposition","Signal_Type","Signal_Description","Occurred_Date_Time","Charge_Code","Charge_Description","Offender_Number","OffenderID","OffenderStatus","Offender_Race","Offender_Gender","Offender_Age","Victim_Number","PersonType","Victim_Race","Victim_Gender","Victim_Age","Victim_Fatal_Status","Hate Crime","Report Type"
"J-05807-25","5","029XX Oliver White Av","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-06 21:21:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","33","Non-fatal",,"Incident Report"
"J-05807-25","5","029XX Oliver White Av","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-06 21:21:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","16","Non-fatal",,"Incident Report"
"J-14772-25","7","Middleboro St & Bundy Rd","OPEN","103F","DISTURBANCE (FIGHT)","2025-10-15 14:30:00","54 96","BATTERY","1","972048",,"BLACK","MALE",,"2","VICTIM","BLACK","FEMALE","19","Non-fatal",,"Incident Report"
"J-14772-25","7","Middleboro St & Bundy Rd","OPEN","103F","DISTURBANCE (FIGHT)","2025-10-15 14:30:00",,,"2","972049",,"UNKNOWN","UNKNOWN",,"2","VICTIM","BLACK","FEMALE","19","Non-fatal",,"Incident Report"
"J-14772-25","7","Middleboro St & Bundy Rd","OPEN","103F","DISTURBANCE (FIGHT)","2025-10-15 14:30:00",,,"1","972048",,"BLACK","MALE",,"3","VICTIM","BLACK","FEMALE","31","Non-fatal",,"Incident Report"
"J-14772-25","7","Middleboro St & Bundy Rd","OPEN","103F","DISTURBANCE (FIGHT)","2025-10-15 14:30:00","54 186","THEFT","2","972049",,"UNKNOWN","UNKNOWN",,"3","VICTIM","BLACK","FEMALE","31","Non-fatal",,"Incident Report"
"J-14859-25","7","137XX Chef Menteur Hw #104","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-10-15 17:55:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","972050",,"BLACK","MALE","29","1","VICTIM","BLACK","FEMALE","31","Non-fatal",,"Incident Report"
"J-14859-25","7","137XX Chef Menteur Hw #104","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-10-15 17:55:00","14 35.3(I)","DOMESTIC ABUSE BATTERY(CHILD ENDANGERMENT) - SIMPLE","1","972050",,"BLACK","MALE","29","2","VICTIM","BLACK","FEMALE",,"Non-fatal",,"Incident Report"
"J-14859-25","7","137XX Chef Menteur Hw #104","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-10-15 17:55:00","14 35.3(I)","DOMESTIC ABUSE BATTERY(CHILD ENDANGERMENT) - SIMPLE","1","972050",,"BLACK","MALE","29","3","VICTIM","BLACK","FEMALE","4","Non-fatal",,"Incident Report"
"J-14859-25","7","137XX Chef Menteur Hw #104","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-10-15 17:55:00","14 35.3(I)","DOMESTIC ABUSE BATTERY(CHILD ENDANGERMENT) - SIMPLE","1","972050",,"BLACK","MALE","29","4","VICTIM","BLACK","FEMALE","11","Non-fatal",,"Incident Report"
"J-14844-25","7","086XX Morrison Rd","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-15 18:23:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","44","Non-fatal",,"Incident Report"
"J-10777-25","1","002XX N Robertson St #E","OPEN","67","THEFT","2025-10-10 12:30:00","54 186","THEFT","1","972051",,"BLACK","FEMALE","34","1","VICTIM","BLACK","FEMALE","59","Non-fatal",,"Incident Report"
"J-14950-25","3","054XX Bellaire Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-15 20:45:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","51","Non-fatal",,"Incident Report"
"J-14950-25","3","054XX Bellaire Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-15 20:45:00",,,,,,,,,"2","REPORTING PERSON","WHITE","FEMALE","53","Non-fatal",,"Incident Report"
"J-14950-25","3","054XX Bellaire Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-15 20:45:00",,,,,,,,,"3","INTERVIEW","WHITE","MALE","15","Non-fatal",,"Incident Report"
"V-00092-25","8","009XX Convention Center Bd","OPEN","67","THEFT","2025-10-12 17:05:00","14 67","THEFT","1","972062",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","37","Non-fatal",,"Incident Report"
"V-00092-25","8","009XX Convention Center Bd","OPEN","67","THEFT","2025-10-12 17:05:00","14 67.16","IDENTITY THEFT","1","972062",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","37","Non-fatal",,"Incident Report"
"J-14869-25","8","004XX N Rampart St","OPEN","67","THEFT","2025-10-15 17:30:00",,,,,,,,,"1","VICTIM","BLACK","MALE","20","Non-fatal",,"Incident Report"
"J-10422-25","7","045XX Francis Dr","OPEN","67A","AUTO THEFT","2025-10-11 03:30:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","972052",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","39","Non-fatal",,"Supplemental Report"
"V-00093-25","1","004XX N Carrolton Av","OPEN","67S","SHOPLIFTING","2025-10-15 12:35:00",,,,,,,,,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"V-00093-25","1","004XX N Carrolton Av","OPEN","67S","SHOPLIFTING","2025-10-15 12:35:00",,,,,,,,,"2","REPORTING PERSON",,,,"Non-fatal",,"Incident Report"
"V-00094-25","6","032XX Magazine St","OPEN","67S","SHOPLIFTING","2025-10-15 16:05:00","14 67","THEFT","1","972055",,"BLACK","MALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"V-00094-25","6","032XX Magazine St","OPEN","67S","SHOPLIFTING","2025-10-15 16:05:00",,,"1","972055",,"BLACK","MALE",,"2","REPORTING PERSON",,,,"Non-fatal",,"Incident Report"
"V-00095-25","4","040XX General De Gaulle Dr","OPEN","67S","SHOPLIFTING","2025-10-15 12:13:00","14 67","THEFT","1","972056",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"V-00095-25","4","040XX General De Gaulle Dr","OPEN","67S","SHOPLIFTING","2025-10-15 12:13:00",,,"1","972056",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON",,,,"Non-fatal",,"Incident Report"
"V-00095-25","4","040XX General De Gaulle Dr","OPEN","67S","SHOPLIFTING","2025-10-15 12:13:00",,,"1","972056",,"UNKNOWN","UNKNOWN",,"3","WITNESS",,,,"Non-fatal",,"Incident Report"
"V-00096-25","6","018XX Prytania St","OPEN","67","THEFT","2025-10-14 08:00:00","14 67","THEFT","1","972057",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"V-00096-25","6","018XX Prytania St","OPEN","67","THEFT","2025-10-14 08:00:00",,,"1","972057",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON","BLACK","MALE","28","Non-fatal",,"Incident Report"
"V-00097-25","7","079XX Sandy Cove Dr","OPEN","67F","THEFT BY FRAUD","2025-10-13 16:00:00","14 67.16","IDENTITY THEFT","1","972064",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","36","Non-fatal",,"Incident Report"
"J-15012-25","5","Law St & Lizardi St","OPEN","21R","OUT OF PARISH VEHICLE RECOVERY","2025-10-15 22:34:00","14 69","ILLEGAL POSSESSION OF STOLEN THINGS","1","972054",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","51","Non-fatal",,"Incident Report"
"V-00098-25","1","035XX Tulane Av","OPEN","67F","THEFT BY FRAUD","2025-10-09 16:00:00",,,"1","972058",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON","BLACK","MALE","39","Non-fatal",,"Incident Report"
"J-12175-25","5","010XX Saint Claude Al","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-13 03:12:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","41","Non-fatal",,"Incident Report"
"J-12175-25","5","010XX Saint Claude Al","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-13 03:12:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","34","Non-fatal",,"Incident Report"
"V-00098-25","1","035XX Tulane Av","OPEN","67F","THEFT BY FRAUD","2025-10-09 16:00:00","14 67.16","IDENTITY THEFT","1","972058",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-05738-25","5","Florida Av & Alvar St","OPEN","94","ILLEGAL USE OF WEAPONS","2025-10-06 19:50:00","14 94","ILLEGAL USE OF WEAPONS","1","972059",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-06372-25","4","034XX Memorial Park Dr","OPEN","81","INDECENT BEHAVIOR WITH A JUVENILE","2025-10-06 19:00:00",,,,,,,,,"1","VICTIM","UNKNOWN","UNKNOWN",,"Non-fatal",,"Incident Report"
"J-14983-25","7","071XX E Renaissance Ct","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-15 21:43:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","44","Non-fatal",,"Incident Report"
"J-15037-25","7","101XX Hammond St","OPEN","55","AGGRAVATED CRIMINAL DAMAGE","2025-10-15 23:15:00","14 55","AGG. CRIMINAL DAMAGE","1","972063",,"UNKNOWN","MALE",,"1","VICTIM","BLACK","MALE","57","Non-fatal",,"Incident Report"
"J-15037-25","7","101XX Hammond St","OPEN","55","AGGRAVATED CRIMINAL DAMAGE","2025-10-15 23:15:00","14 55","AGG. CRIMINAL DAMAGE","1","972063",,"UNKNOWN","MALE",,"2","VICTIM","BLACK","FEMALE","53","Non-fatal",,"Incident Report"
"J-15090-25","6","031XX Annunciation St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 00:59:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","30","Non-fatal",,"Incident Report"
"J-14997-25","3","064XX Louis Xiv St","OPEN","103","DISTURBANCE","2025-10-15 21:00:00",,,,,,,,,"1","REPORTING PERSON","WHITE","FEMALE","51","Non-fatal",,"Incident Report"
"J-15129-25","1","013XX Ursulines Av #115","OPEN","67","THEFT","2025-10-16 01:00:00","14 67","THEFT","1","972065",,"BLACK","FEMALE",,"1","VICTIM","WHITE","MALE","82","Non-fatal",,"Incident Report"
"J-15155-25","3","W I-610 & Franklin","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 03:09:00",,,,,,,,,"1","VICTIM","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"J-15140-25","2","086XX Spruce St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 02:28:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","18","Non-fatal",,"Incident Report"
"J-15140-25","2","086XX Spruce St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 02:28:00",,,,,,,,,"2","INTERVIEW","WHITE","MALE","39","Non-fatal",,"Incident Report"
"J-15130-25","6","021XX Annunciation St","OPEN","21","MISCELLANEOUS INCIDENT","2025-10-16 02:14:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","57","Non-fatal",,"Incident Report"
"J-15130-25","6","021XX Annunciation St","OPEN","21","MISCELLANEOUS INCIDENT","2025-10-16 02:14:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","63","Non-fatal",,"Incident Report"
"J-14872-25","3","095XX Stroelitz St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-10-15 18:30:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","972180",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","FEMALE","27","Non-fatal",,"Incident Report"
"J-14872-25","3","095XX Stroelitz St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-10-15 18:30:00",,,"1","972180",,"UNKNOWN","UNKNOWN",,"2","VICTIM","WHITE","MALE","27","Non-fatal",,"Incident Report"
"J-05549-25","6","037XX Amelia","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-10-06 16:00:00",,,"1","972067",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON","WHITE","MALE","46","Non-fatal",,"Incident Report"
"J-05549-25","6","037XX Amelia","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-10-06 16:00:00","14 56.4","CRIMINAL DAMAGE TO PROPERTY BY DEFACING WITH GRAFFITI","1","972067",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-10777-25","1","002XX N Robertson St #E","OPEN","67","THEFT","2025-10-10 12:30:00",,,"1","972051",,"BLACK","FEMALE","34","2","INTERVIEW","BLACK","FEMALE","22","Non-fatal",,"Incident Report"
"V-00022-25","8","003XX Saint Charles Av","OPEN","21P","LOST PROPERTY","2025-10-06 11:12:00",,,,,,,,,"1","REPORTING PERSON","UNKNOWN","FEMALE","18","Non-fatal",,"Supplemental Report"
"J-12539-25","2","753XX Burthe St","OPEN","67B","BICYCLE THEFT","2025-10-13 00:00:00","14 67","THEFT","1","972069",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","21","Non-fatal",,"Incident Report"
"J-15250-25","3","040XX Buick","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 07:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","70","Non-fatal",,"Incident Report"
"J-15257-25","1","002XX N Roman St","OPEN","27-67A","ATTEMPTED AUTO THEFT","2025-10-16 02:30:00","14 (27) 67.26","ATTEMPT THEFT OF A MOTOR VEHICLE","1","972070",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","61","Non-fatal",,"Incident Report"
"J-15250-25","3","040XX Buick","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 07:00:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","15","Non-fatal",,"Incident Report"
"J-15274-25","3","001XX Country Club Dr","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-10-16 07:00:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","972071",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","40","Non-fatal",,"Incident Report"
"J-00239-25","4","018XX Mardi Gras Bd","OPEN","27-67A","ATTEMPTED AUTO THEFT","2025-09-30 22:30:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE","54","Non-fatal",,"Supplemental Report"
"J-00239-25","4","018XX Mardi Gras Bd","OPEN","27-67A","ATTEMPTED AUTO THEFT","2025-09-30 22:30:00",,,,,,,,,"2","REPORTING PERSON","BLACK","FEMALE","34","Non-fatal",,"Supplemental Report"
"J-15297-25","2","022XX Robert St","OPEN","67","THEFT","2025-10-15 15:27:00","14 67","THEFT","1","972072",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","FEMALE","30","Non-fatal",,"Incident Report"
"J-14294-25","8","003XX Baronne St","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-10-15 07:55:00",,,,,,,,,"1","VICTIM","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"J-15234-25","4","008XX Elmira Av","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-10-16 03:37:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","972073",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","36","Non-fatal",,"Incident Report"
"J-15303-25","5","021XX N Claiborne Av","OPEN","67S","SHOPLIFTING","2025-10-16 08:02:00","14 67","THEFT","1","972074",,"BLACK","MALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-14212-25","4","010XX Atlantic Av","OPEN","27-67A","ATTEMPTED AUTO THEFT","2025-10-15 03:30:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE","31","Non-fatal",,"Supplemental Report"
"J-14305-25","3","016XX Abundance St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-15 08:27:00",,,,,,,,,"1","VICTIM","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"J-15303-25","5","021XX N Claiborne Av","OPEN","67S","SHOPLIFTING","2025-10-16 08:02:00",,,"1","972074",,"BLACK","MALE",,"2","REPORTING PERSON","BLACK","FEMALE","23","Non-fatal",,"Incident Report"
"J-04835-25","1","015XX Iberville","CLOSED","35","SIMPLE BATTERY","2025-10-04 22:26:00","14 35","SIMPLE BATTERY","1","972076","ARRESTED","BLACK","FEMALE","38","1","VICTIM","BLACK","FEMALE","37","Non-fatal",,"Supplemental Report"
"J-14213-25","7","070XX Crowder Bd","OPEN","21","MISCELLANEOUS INCIDENT","2025-10-15 05:24:00","40 966","PROHIBITED ACTS--SCHEDULE I DRUGS","1","971936",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-15345-25","6","018XX Saint Thomas St #70130","OPEN","67A","AUTO THEFT","2025-10-16 01:00:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","972078",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","FEMALE","41","Non-fatal",,"Incident Report"
"J-12505-25","1","007XX N Tonti St #F","CLOSED","68","UNAUTHORIZED USE OF MOVABLES","2025-10-10 20:00:00","14 68","UNAUTHORIZED USE OF MOVABLE","1","972080","ARRESTED","BLACK","FEMALE","26","1","VICTIM","BLACK","FEMALE","45","Non-fatal",,"Supplemental Report"
"J-13366-25","6","018XX Tchoupitoulas St","OPEN","21P","LOST PROPERTY","2025-10-14 06:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE",,"Non-fatal",,"Incident Report"
"J-11045-25","5","050XX Royal St","CLOSED","966","DRUG LAW VIOLATION","2025-10-16 08:15:00","40 967","PROHIBITED ACTS-- SCHEDULE II DRUGS","1","972081","ARRESTED","BLACK","MALE","23","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-15385-25","8","005XX Tch St","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-10-15 04:00:00","14 62","SIMPLE BURGLARY","1","972082",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","52","Non-fatal",,"Incident Report"
"J-15315-25","2","044XX S Claiborne Av","OPEN","67S","SHOPLIFTING","2025-10-16 08:23:00","14 67","THEFT","1","972085",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-15384-25","1","012XX Marais St #2204","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-09-28 20:30:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","972084",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","40","Non-fatal",,"Incident Report"
"J-15362-25","4","037XX Garden Oaks Dr","OPEN","21P","LOST PROPERTY","2025-10-16 10:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","40","Non-fatal",,"Incident Report"
"J-01218-25","6","031XX Washington","OPEN","67F","THEFT BY FRAUD","2025-10-02 07:20:00",,,,,,,,,"1","VICTIM","BLACK","MALE","39","Non-fatal",,"Incident Report"
"J-05200-25","3","001XX Allen Toussaint Bd","OPEN","67F","THEFT BY FRAUD","2025-10-02 09:30:00",,,,,,,,,"1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"J-15315-25","2","044XX S Claiborne Av","OPEN","67S","SHOPLIFTING","2025-10-16 08:23:00",,,"1","972085",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON",,,,"Non-fatal",,"Incident Report"
"J-15413-25","1","018XX N Broad St #70119","OPEN","67S","SHOPLIFTING","2025-10-16 10:02:00","54 186","THEFT","1","972087",,"BLACK","MALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-15272-25","7","071XX Salem Dr","OPEN","37","AGGRAVATED ASSAULT","2025-10-16 07:41:00",,,"1","972089","ARRESTED","BLACK","FEMALE","31","1","REPORTING PERSON","BLACK","FEMALE","37","Non-fatal",,"Incident Report"
"J-15272-25","7","071XX Salem Dr","OPEN","37","AGGRAVATED ASSAULT","2025-10-16 07:41:00",,,"2","972092","ARRESTED","BLACK","FEMALE","24","1","REPORTING PERSON","BLACK","FEMALE","37","Non-fatal",,"Incident Report"
"J-15272-25","7","071XX Salem Dr","OPEN","37","AGGRAVATED ASSAULT","2025-10-16 07:41:00",,,"3","972093","ARRESTED","BLACK","FEMALE","25","1","REPORTING PERSON","BLACK","FEMALE","37","Non-fatal",,"Incident Report"
"J-05200-25","3","001XX Allen Toussaint Bd","OPEN","67F","THEFT BY FRAUD","2025-10-02 09:30:00",,,,,,,,,"2","REPORTING PERSON","WHITE","FEMALE","58","Non-fatal",,"Supplemental Report"
"J-15272-25","7","071XX Salem Dr","OPEN","37","AGGRAVATED ASSAULT","2025-10-16 07:41:00","14 37","AGG. ASSAULT","1","972089","ARRESTED","BLACK","FEMALE","31","2","VICTIM","BLACK","MALE","33","Non-fatal",,"Incident Report"
"J-15272-25","7","071XX Salem Dr","OPEN","37","AGGRAVATED ASSAULT","2025-10-16 07:41:00","14 37","AGG. ASSAULT","2","972092","ARRESTED","BLACK","FEMALE","24","2","VICTIM","BLACK","MALE","33","Non-fatal",,"Incident Report"
"J-15272-25","7","071XX Salem Dr","OPEN","37","AGGRAVATED ASSAULT","2025-10-16 07:41:00","14 37","AGG. ASSAULT","3","972093","ARRESTED","BLACK","FEMALE","25","2","VICTIM","BLACK","MALE","33","Non-fatal",,"Incident Report"
"J-15413-25","1","018XX N Broad St #70119","OPEN","67S","SHOPLIFTING","2025-10-16 10:02:00",,,"1","972087",,"BLACK","MALE",,"2","REPORTING PERSON","BLACK","FEMALE","27","Non-fatal",,"Incident Report"
"J-15441-25","5","027XX Annette St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 10:30:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","22","Non-fatal",,"Incident Report"
"J-15441-25","5","027XX Annette St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 10:30:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","21","Non-fatal",,"Incident Report"
"J-15443-25","4","063XX Woodland Hw","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-10-15 02:00:00","14 67","THEFT","1","972090",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","28","Non-fatal",,"Incident Report"
"J-15448-25","6","029XX S Claiborne Av","OPEN","67S","SHOPLIFTING","2025-10-16 10:35:00","14 67","THEFT","1","972091",,"BLACK","FEMALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-15480-25","3","041XX Mithra St","OPEN","21","MISCELLANEOUS INCIDENT","2025-10-09 12:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","60","Non-fatal",,"Incident Report"
"J-15331-25","1","005XX Simon Bolivar St","OPEN","29","DEATH","2025-10-16 07:05:00",,,,,,,,,"1","NON-VICTIM","BLACK","FEMALE","41","Fatal",,"Incident Report"
"J-13368-25","7","020XX Canal Ln","CLOSED","966","DRUG LAW VIOLATION","2025-10-14 10:00:00","40 967","PROHIBITED ACTS-- SCHEDULE II DRUGS","1","972095","ARRESTED","BLACK","MALE","42","1","VICTIM","UNKNOWN","UNKNOWN",,"Non-fatal",,"Supplemental Report"
"J-15402-25","7","070XX Bundy Rd","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 09:59:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","26","Non-fatal",,"Incident Report"
"J-15331-25","1","005XX Simon Bolivar St","OPEN","29","DEATH","2025-10-16 07:05:00",,,,,,,,,"2","REPORTING PERSON","BLACK","MALE","65","Non-fatal",,"Incident Report"
"J-15402-25","7","070XX Bundy Rd","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 09:59:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","27","Non-fatal",,"Incident Report"
"J-15331-25","1","005XX Simon Bolivar St","OPEN","29","DEATH","2025-10-16 07:05:00",,,,,,,,,"3","INTERVIEW","BLACK","FEMALE","53","Non-fatal",,"Incident Report"
"J-15331-25","1","005XX Simon Bolivar St","OPEN","29","DEATH","2025-10-16 07:05:00",,,,,,,,,"4","INTERVIEW","BLACK","FEMALE","51","Non-fatal",,"Incident Report"
"J-15511-25","8","012XX Tulane Av","OPEN","21","MISCELLANEOUS INCIDENT","2025-09-28 14:51:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","972096",,"BLACK","MALE","37","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-15415-25","1","023XX Orleans Av","OPEN","21J","MISSING/RUNAWAY JUVENILE","2025-10-16 10:09:00",,,,,,,,,"1","RUNAWAY JUVENILE","BLACK","FEMALE","15","Non-fatal",,"Incident Report"
"J-15465-25","5","Franklin Av & N Galvez St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-10-16 11:04:00",,,,,,,,,"1","REPORTING PERSON","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"J-15415-25","1","023XX Orleans Av","OPEN","21J","MISSING/RUNAWAY JUVENILE","2025-10-16 10:09:00",,,,,,,,,"2","REPORTING PERSON","BLACK","FEMALE","41","Non-fatal",,"Incident Report"
"J-15367-25","4","017XX Nunez St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-10-16 08:30:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","972098",,"BLACK","FEMALE","34","1","VICTIM","BLACK","FEMALE","35","Non-fatal",,"Incident Report"
"J-15363-25","1","036XX Dumaine St","OPEN","67AR","AUTO THEFT & RECOVERY","2025-10-16 03:15:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","972099",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","54","Non-fatal",,"Incident Report"
"J-13734-25","7","141XX Michoud Bd","CLOSED","21Q","QUALITY OF LIFE","2025-10-02 16:10:00","30 2531.1","GROSS LITTERING PROHIBITED","1","972102","ARRESTED","WHITE","MALE","57","1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"J-15535-25","2","055XX Magazine St","CLOSED","63","TRESPASSING","2025-10-16 12:00:00",,,"1","972103","ARRESTED","BLACK","MALE","44","1","VICTIM","BLACK","MALE",,"Non-fatal",,"Incident Report"
"J-15537-25","1","027XX Tulane Av","OPEN","103","DISTURBANCE","2025-10-16 12:26:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE","42","Non-fatal",,"Incident Report"
"J-15535-25","2","055XX Magazine St","CLOSED","63","TRESPASSING","2025-10-16 12:00:00","14 63","CRIMINAL TRESPASS","1","972103","ARRESTED","BLACK","MALE","44","2","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-15535-25","2","055XX Magazine St","CLOSED","63","TRESPASSING","2025-10-16 12:00:00","14 103 (3)","DISTURBING THE PEACE - DRUNKENESS","1","972103","ARRESTED","BLACK","MALE","44","2","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-14526-25","7","048XX Hickerson Dr","CLOSED","21M","MISSING ADULT","2025-10-14 14:30:00",,,,,,,,,"1","MISSING PERSON","BLACK","MALE","56","Non-fatal",,"Supplemental Report"
"J-14526-25","7","048XX Hickerson Dr","CLOSED","21M","MISSING ADULT","2025-10-14 14:30:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","55","Non-fatal",,"Supplemental Report"
"I-05222-25","2","005XX Huso St","OPEN","67","THEFT","2025-09-05 19:50:00","14 (27) 67","ATTEMPT - THEFT","1","972104",,"BLACK","MALE","22","1","VICTIM","WHITE","FEMALE","32","Non-fatal",,"Supplemental Report"
